TransvisadoID,FechaVisado,TipoCarga,PuntoVisado,LatitudPtoVisado,LongitudPtoVisado,Ruta,Zona,FechaAccidente,Latitud,Longitud,Ubicacion,TipoAccidente,Procedencia,Destino,FechaLiberacion,DañoInfraestructuraVial,Observaciones
B6062E00-DEB1-4A26-8DE5-00B6F752B1FE,30:00.0,Tramero,Cruce A San Jose El Idolo,14.49287908,-91.41020992,Ruta 3,NULL,56:00.0,14.4925917,-91.40822159,Km 143+200 CA-2 Occidente,Volcadura,Finca California,Ingenio Palo Gordo,00:00.0,NULL,No se pudieron obtener datos del piloto porque se dio a la fuga del lugar del percanse. Segun indicaron otros pilotos que finca california queda por la maquina. Encargados del transporte no quisieron brindar información.
70FEEEFA-18DF-4229-A1F2-014900D97045,53:00.0,Granel,"Aldea La Guitarra, Frente A Escuela",14.47304866,-91.75469914,Ruta 3,NULL,40:00.0,14.48308677,-91.74248019,Km196+400 RN 9S,Volcadura,Finca Los Angeles La Maquina,Ingenio El Pilar,00:00.0,NULL,Quedaron obstruidos los dos carriles al momento del percanse pero llego la grua del ingenio y aorillo la jaula volcada para despejar un carril. El transito lo coordinaron los banderilleros del ingenio.
4BC32BA4-47A2-40EC-9868-04E39F66B6DD,00:00.0,Vacío,Entrada Trocha 3,14.0749,-91.3253,Ruta 2,NULL,00:00.0,14.07578336,-91.3244617,Km. 165+000 RN-11,Volcadura,Ingenio Magdalena,Fca. La Bendicion,00:00.0,NULL,NULL
EF975D67-CE74-408B-8533-0784F607A650,00:00.0,Mecanizado,Entrada A Guanagazapa,14.20218718,-90.70357642,Ruta 1,NULL,00:00.0,14.20253837,-90.70885994,Km.123+000 RD Jurisdicción Aldea La Faja Chiquimulilla Santa Rosa,Volcadura,NULL,Ingenio Madre Tierra,NULL,NULL,"La longitud de la volcadura no se obtuvo, debido a qué la información se recopiló del noticiero TSR Noticias, en el lugar estuvieron presentes elementos de la policía nacional civil."
09E2C4FF-E7F0-4477-B570-0B69A29EEDD2,15:00.0,Granel,Entrada Finca Concepción,14.54190848,-91.57894764,Ruta 3,NULL,15:00.0,14.54191091,-91.58523587,KM169-800 CA2 Occidente,Volcadura,La Lavadora La Maquina,Ingenio El Pilar,NULL,No,No se obtuvo mayor informacion del piloto ya que se avia ido del lugar a descansar  comento el propietario del vehiculo . Los datos recopilados del vehiculo son de un camion C2.
6CE95AD4-A26D-4BCA-AB55-0A7D1D3459F0,00:00.0,Vacío,Cocales,14.39298164,-91.19547515,Ruta 2,NULL,50:00.0,14.21130403,-91.22784428,KM.107+800 CA-2 Occidente Cuesta la primavera,Colisión,Ingenio Pantaleon,Fca. Rio Rico San Roque,00:00.0,NULL,Se llegó a un acuerdo con los seguros y PNC no hubo heridos
7E5D77A8-189F-4301-A00A-0DBAD2410CF3,30:00.0,Vacío,El Zarco,14.57464435,-91.63210338,Ruta 3,NULL,30:00.0,14.57549611,-91.6338406,KM 178+200 CA2 occidente,Colisión,Ingenio El Pilar,NULL,NULL,Si,No se obtubo mayor informacion devido a que no se pudo yegar al lugar del hecho por mucho conguestinamiento vehicular
80861454-01CE-4CF3-86C0-173DC29016AA,30:00.0,Mecanizado,Aldea Oliveros,13.98182128,-90.4006471,Ruta Comunidades Críticas,Zona 1,30:00.0,13.97850785,-90.40101812,Aldea oliveros,Colisión,Cobadonga,Ingenio Santa Ana,44:00.0,NULL,La aseguradora llego a un acuerdo con la propietaria del  vehiculo afectado  y los dos vehiculos se retiraron  del lugar
13B7B5F7-0ABD-4CF2-A1BC-1167E6CFF575,53:00.0,Granel,La Platanera Fca. Jabali,14.23263619,-91.16270717,Ruta Interna,Zona 2,00:00.0,14.24973764,-91.20105912,Bao cardosa,Volcadura,Reu Finca Arizona Frente 31,Ingenio Magdalena,NULL,NULL,"La jaula volcó a un costado del Bao cardosa de Filipinas, por que se le quebró el loro ala jaula"
864FAF4F-BEEC-44EF-BE88-0EF3971E19D1,20:00.0,Granel,Complejo Deportivo Retalhuleu,14.52890507,-91.68720575,Ruta 3,NULL,20:00.0,14.55807054,-91.68373236,Km186+300 RN 9S,Colisión,Finca Buenos Aires,Ingenio el Pilar,NULL,NULL,El accidente se suscitó en Km186+300 RN 9S fuente mack calzada centenario.  El piloto del la mototaxi fue trasladado a un centro asistencial por bomberos voluntarios. Según indicaron que el piloto de la moto taxi venía bajo efectos de licor.  Los vehículos fueron movidos de lugar del accidente para dejar libre la vía.  Al lugar se presentaron los señores agentes de la PNC y personal del seguro para poder solventar la situación del percance.  No fue posible obtener número de licencia del moto taxista
E43C03F4-417B-40B0-B5FA-0F2458C6B761,30:00.0,Mecanizado,Cruce Las Lisas,13.94488397,-90.21834503,Ruta 1,NULL,30:00.0,13.85606574,-90.26224106,Km. 155+600 RD-JUT-07,Colisión,Fca. Balparaiso,Fca. Flores 1,NULL,NULL,El tractor y la camionetilla quedaron guardados en la gasolinera las flores por orden de la pnc.
A9E23807-2281-45B3-A084-16AAFBFCA4D1,30:00.0,Granel,Puente Ixtacapa,14.54984679,-91.43805035,Ruta 3,NULL,30:00.0,14.54848298,-91.44038186,KM151+200 CA2 OCCIDENTE,Colisión,Cafetales,Ingenio Palo Gordo,00:00.0,No,NULL
28F21918-D632-402C-A40C-0F82A8143665,22:00.0,Granel,La Platanera Fca. Jabali,14.23263619,-91.16270717,Ruta Interna,Zona 2,30:00.0,14.22969363,-91.15113491,Finca cobadonga,Volcadura,Santa Isabel 3,Magdalena,NULL,NULL,Supervisor coordinando trafico de vehiculos cañeros
6B78A221-7B51-4A58-B960-2958C0475E66,13:00.0,Mecanizado,Complejo Deportivo Retalhuleu,14.52890507,-91.68720575,Ruta 3,NULL,00:00.0,14.52830621,-91.68068809,"Km187+900 RN 9S canton san luis, la verde",Colisión,Finca Las Delicias,Ingenio Palo Gordo,NULL,NULL,Los vehiculos los movieron para el predio de san sebastian para liberar la via y para la espera del ajustador del seguro. Al lugar se presento el ajustador del seguro El Roble para dialogar y llegar a un acuerdo de reparar el vehiculo.
B09A6BBF-D9AC-415D-90DF-2EE7DF3F3B6E,00:00.0,Mecanizado,Entrada A Finca El Tigre,13.94992592,-90.41058724,Ruta Interna,Zona 1,00:00.0,13.97886276,-90.4007244,Finca el tigre,Volcadura,Finca Covadonga,Ingenio Santa Ana,30:00.0,No,NULL
26A8024C-E958-47C4-83F8-318DD9782EA3,45:00.0,Vacío,Finca La Niña,14.16384075,-90.84768911,Ruta Interna,Zona 1,15:00.0,14.17766658,-90.85471153,Ruta interna(finca la niña),Colisión,Ingenio Santa Ana,Finca Costa Rica. Frente H,55:00.0,NULL,NULL
0B03B258-745A-4F82-9DBF-27C1CA011BF1,15:00.0,Granel,Entrada Trocha 3,14.0749,-91.3253,Ruta 2,NULL,15:00.0,14.07334842,-91.32677086,156+200 rn-11,Colisión,Trocha 14,Pamplona,NULL,NULL,"Según curiosos comentaban que el cañero venía despacio y que el camión venía muy rápido no viendo el cabezal cañero, colosionando en la parte trasera del cañero quedando en el carril de su via, trasladaron a los dos tripulantes del camión al igss de tiquisate"
6516AC69-A8A9-408B-8401-20351D3A3201,55:00.0,Mecanizado,Finca Las Ilusiones,14.33294063,-91.01250334,Ruta 2,NULL,30:00.0,14.32948936,-90.99120626,Km. 85+000 CA-2 Occidente Entrada Cañeros PSA,Colisión,Frente 13 Cerritos Salazar,Ingenio Pantaleon,00:00.0,NULL,Los conductores fueron detenidos por la PNC fueron trasladados a Santa lucia. El vehículo liviano fue trasladado al previo de Santa Lucia cotzumalguapa
760D8F19-0579-453E-A69B-38E4FCECFA30,00:00.0,Granel,La Platanera Fca. Jabali,14.23263619,-91.16270717,Ruta Interna,Zona 2,35:00.0,14.24128649,-91.19554176,La platanera fca. Jabali,Volcadura,Finca Panamá,Ingenio Magdalena,NULL,NULL,"Cuando llege al lugar donde sucedio la volcadura, ya estaban presentes maquinas para poder remover la jaula a un lugar donde no perjudicará  la circulación de los demás cabezales. La volcadura fue en el vado de cardosa a unos minutos de Filipinas, provocando que se parara la circulación de los demás cabezales. Hora empiezo 22:35, finalización 12:30 am"
5B94F00F-0D21-4463-8085-26281CD24070,55:00.0,Granel,Chalet Tehuantepec,14.20061408,-91.10611226,Ruta Interna,Zona 2,00:00.0,14.21676952,-91.10749642,Puente don Genaro Doble via  la Libertad,Colisión,Finca Arizona . F 31,Ingenio Magadalena,NULL,NULL,"La unidad 42-199 halando las jaulas, 34-89,no porta placa,  34-58, Ilegible, 13-71, no porta placa, 13-53, ilegible, provenia de Finca Panama, Frente 13, dirigiendose hacia el ingenio (16) Magdalena, con carga Granel, y al llegar a la doble vía de la libertad por puente Don Genaro, hacia cruce tehuantepec sintio qué la unidad se quedo sin frenos, empezando a reducir la unidad para poder detenerla, y cuando logro detenerse quizo descender de la unidad sintiendo un impacto en la parte trasera de la unidad, observando un cabezal de la misma empresa lo colisionó en la jaula colera, pegandole con la jaula madre, logrando esquivar el golpe del cabezal con la jaula, el nombre del piloto es Edgar Geovanni Pu Alvarado, con numero de licencia,  A , 1849  06482  1011."
9C1BDD02-58DF-405A-B1C9-2CD5CB54FEBA,25:00.0,Vacío,Comedor Vista Verde,14.24067668,-90.74166186,Ruta 1,NULL,25:00.0,14.18236309,-90.86520285,68+000 CA-2 Oriente,Colisión,Ingenio concepcion,finca Alta Mira,25:00.0,NULL,"Al piloto del cabezal lo llevaron consignando a la subestación de la pnc de escuintla, y el cabezal detenido en el predio del ingenio concepción."
3DA5398C-F475-4A6E-AF3C-2F6AC694EEDE,15:00.0,Granel,Entrada A Finca San Luis Uruela,14.29750016,-90.79452873,Ruta 1,NULL,15:00.0,14.32870418,-91.02076428,60+400 ca 2 occidente,Volcadura,Finca María Chiquimulilla,Ingenio Trinidad,00:00.0,NULL,NULL
0CEBAF85-D9E5-4A2B-BD3F-219CE3F3361F,34:00.0,Granel,El Zaguan,14.53572843,-91.52745832,Ruta 3,NULL,55:00.0,14.53568977,-91.52909043,Km163+800CA2 occidente,Colisión,Finca Pachonte,Ingenio Palo Gordo,NULL,NULL,"El vehiculo cañero esta parado sobre el carril que va de cuyo hacia mazate al piloto lo detubieron agentes de la PNC. El trafico lo coordinaron agentes de la PNC para que circularan en un carril. La persona fallecida es Hector Arnoldo Hidalgo Tizol, no portaba DPI ni licencia se le solicito al MP y PNC indicaron que no portaba documentos."
D6944FF6-D10F-460E-9D92-3448BCFF78CE,10:00.0,Granel,El Zarco,14.57464435,-91.63210338,Ruta 3,NULL,40:00.0,14.57529924,-91.63316717,Km 178+000CA2 Occidente,Colisión,Finca Rosario Fernández,Ingenio El Pilar,NULL,NULL,"En el lugar se encontraban elementos de la PNC y banderilleros del ingenio coordinado el tráfico, al lugar se hicieron presentes los señores agentes de seguros para dar cobertura."
12450633-2D53-41EB-878B-2C42936ADDAB,20:00.0,Mecanizado,Bascula MICIVI,14.2669408,-90.77440058,Ruta 1,NULL,50:00.0,14.24906809,-90.77450755,67+000 Ca9,Colisión,finca paso antonio,ingenio concepcion,NULL,NULL,"Se dio paso de  vía en la vía contraria, la que viene de escuintla al puerto"
2D0EB071-4E22-4B79-B25C-25D83B50C6B7,20:00.0,Mecanizado,Finca Eslovaquia,14.01203575,-90.4336961,Ruta Interna,Zona 1,20:00.0,13.97852624,-90.40103752,Finca eslovaquia,Volcadura,Finca Covadonga,Ingenio Santa Ana,19:00.0,NULL,NULL
C96FBA65-DFDC-4735-B771-36F51AAE6390,05:00.0,Granel,RESTAURANTE LA RUEDA,14.38022698,-91.16877541,Ruta 2,NULL,55:00.0,14.3763864,-91.13905174,Km. 106+100 CA-2 Occidente,Volcadura,Fca. San Salvador,Ing. Madre Tierra,NULL,NULL,"Los señalistas dijeron que el piloto salió muy rápido, y cuando dio la vuelta se abrió demasiado, y cuando quiso agarrar su carril fué cuando se le acostó la primer jaula, dejando obstruidos dos carriles."
98460DEC-8A5F-4CAB-9E6E-1A9C67761D67,30:00.0,Mecanizado,Recta La 22 (Ruta Interna Tulula ),14.48888285,-91.61541442,Ruta Interna,Zona 3,30:00.0,14.33052797,-91.05451207,a tres kms de finca Maricon,Colisión,finca San Jose la Gloria,ingenio El Pilar,NULL,NULL,"No se pudo obtener el número de licencia porque los papeles personales también se consumieron entre las llamas, esto lo indico el ajustador"
FB25513C-43F3-4EAF-A8B1-696F3A464BAD,20:00.0,Mecanizado,Cocales,14.39298164,-91.19547515,Ruta 2,NULL,20:00.0,14.39087771,-91.19199124,112+000 CA 2 Occidente,Volcadura,Semillero,Ingenio Pantaleon,NULL,NULL,Al lugar se hicieron presentes oficiales de provial para coordinar el paso de vehículos
E2F82FE7-B583-4458-9127-782023FBAF41,20:00.0,Mecanizado,Gasolinera Maranatha,14.54285361,-91.42735216,Ruta 3,NULL,35:00.0,14.53561437,-91.42067059,Km148+200 CA-2 Occidente,Colisión,Finca Camelias Sur,Ingenio el Pilar,NULL,NULL,Al lugar de hicieron presentes los señores agentes de la PNC y ajustadores de seguros GyT para asumir responsabilidades de los daños.  El tráfico lo coordinaron banderillero del ingenio del pilar.
914E32C5-84A5-4CCF-A310-5D08BB342EDF,30:00.0,Mecanizado,Paso Antonio Llantera 6.,14.06376776,-90.71620384,Ruta Interna,Zona 1,30:00.0,14.02766318,-90.47315399,Caserío La Redención,Volcadura,Las Lisas,Ingenio,00:00.0,NULL,De las 4:30 am a 11:00 am estuvieron obstruidos los dos carriles y a las 14 :00 pm se estableció normal el transito en los dos carriles
42F4D22F-7763-44B0-8603-802E6D60DDCE,36:00.0,Granel,Entrada A Finca El Tigre,13.94992592,-90.41058724,Ruta Interna,Zona 1,01:00.0,9.949925923,-90.41058724,Saliendo de la finca el tigre,Volcadura,Finca El Pulido,Ingenio Santa Ana,36:00.0,NULL,NULL
79FA3BCD-B7DB-458C-B6EA-66552CF454F4,05:00.0,Vacío,Complejo Deportivo Retalhuleu,14.52890507,-91.68720575,Ruta 3,NULL,05:00.0,14.55786787,-91.68339209,KM.186+300 RN-9S,Colisión,Ingenio El Pilar,NULL,NULL,NULL,NULL
396C1C52-F6F7-4BE5-A0EC-5549CDCD35CB,00:00.0,Vacío,La Platanera Fca. Jabali,14.23263619,-91.16270717,Ruta Interna,Zona 2,00:00.0,14.33128285,-91.05584704,Vado mapan,Otro,Ingenio Madre Tierra,NULL,45:00.0,NULL,No sé o tuvieron datos del piloto por que ya se había ido al ingenio
10A3769E-EAFB-4A88-B439-667A8DD78511,37:00.0,Granel,"Aldea La Guitarra, Frente A Escuela",14.47304866,-91.75469914,Ruta 3,NULL,05:00.0,14.46832747,-91.76044616,Km.199+00 RN-9S,Colisión,Finca Felicidad Cuestas,Ingenio el Pilar,00:00.0,NULL,NULL
2C87DC6E-B3B1-4B0A-BF87-75FFC70B1A7A,54:00.0,Vacío,Cuesta De Popoya,14.38678503,-91.11067666,Ruta 2,NULL,40:00.0,14.33833555,-91.21831726,Km. 102+100  CA-2  Occidente,Colisión,Ingenio Pantaleon,NULL,NULL,NULL,No se logro obtener mas información del piloto cañero por que se dio ala fuga. Piloto del furgon lo trasladaron al hospital de santa lucia cotz . Gravemente herido . Tc del fuegon . Tc 96BQY. 1 Carril obstruido . Coordino trafico provial
196F6BDB-4DDC-4F65-8D37-62F7F467F951,30:00.0,Granel,Vuelta Del Niño Hulera,14.55185012,-91.63570221,Ruta 3,NULL,30:00.0,14.55055949,-91.63012185,KM.174+800,Colisión,Finca San Patricio,Ingenio El Pilar,00:00.0,No,Segun el ajustador la vercion del piloto coinsidio con la del herido disiendo que el motorista lo colisiono. La unidad quedo barada en su carril.
0B0C90CA-DB2D-4000-88B4-7423BDDADE52,00:00.0,Granel,Circunvalación Cruce A La Democracia,14.29550889,-90.97168741,Ruta 2,NULL,00:00.0,14.29053533,-90.96946983,Km.82+200 RD-2 Finca Miramar Cruce vehículos cañeros vacíos y cargados,Colisión,Finca La Isla,Ingenio Pantaleón.,NULL,NULL,La colisión se produjo a las 04:00 a.m. en el lugar se encotraron supervisores de cada empresa y la  aseguradora el Roble. 1 carril obstruido de Siquinala hacia la Democracia. Personal del ingenio estuvo coordinado coordinando el tránsito.
14FC0977-464C-493C-A4F6-7A4902C0CBD4,20:00.0,Granel,Finca La Niña,14.16384075,-90.84768911,Ruta Interna,Zona 1,50:00.0,14.16715394,-90.84820684,modulo la niña,Volcadura,cuernavaca,Ingenio Santa Ana,NULL,NULL,Según comentó el supervisor que posiblemente el piloto se durmió unos segundos y cuando cintio el golpe cuando subió el bordo que divide los dos carriles reaccionó sin darle tiempo a frenar provocando que volcará el cabezal y la jaula madre.
8D439954-C9C8-4EFC-BCEC-79637C7AA0D2,50:00.0,Granel,Circunvalación Cruce A La Union,14.30607178,-91.04667292,Ruta 2,NULL,50:00.0,14.30654186,-91.04695407,km.90+000 CA-2 occidente circuv. sta. Lucía cotz.,Volcadura,fca. los llanos,ing. pantaleon,NULL,NULL,NULL
6828A2C9-1D1B-4226-8CE1-6CA43C3D7D04,40:00.0,Granel,Cruce A Tiquisate,14.41076857,-91.30794358,Ruta 3,NULL,30:00.0,14.41136962,-91.31710218,Km126+900 CA-2 Occidente,Volcadura,Finca Ofelia,Ingenio Palo Gordo,NULL,NULL,No se pudo obtener información del transporte y del piloto por qué en el lugar no se encontraba ningún supervisor del transporte ni del Ingenio.  La ruta no está obstruida porque la jaula quedó volcada fuera de la cinta asfáltica.  La volcadura fue a 900 metros del cruce a tiquisate.  El camión y la jaula madre la enviaron al ingenio  para ser descargada la caña.
F0CDBDC1-BA99-46BB-950B-3FF51BB56FB7,26:00.0,Vacío,Cruce A Tiquisate,14.41076857,-91.30794358,Ruta 3,NULL,25:00.0,14.41075466,-91.30821198,Km 126+100 RD 27,Colisión,Ingenio El Pilar,Finca Santa Ana,NULL,NULL,Los carriles no quedaron obstruidos porque los vehiculos se aorillaron. Los propietarios llegaron a un acuerdo. El piloto del bus no quiso dar detalles del percance.
C6E23348-1105-4D0A-894E-41606081BFAB,00:00.0,Mecanizado,Comedor Vista Verde,14.24067668,-90.74166186,Ruta 1,NULL,00:00.0,14.24638144,-90.74090831,65+600CA2 oriente,Colisión,Finca Cobadonga,Ingenio Trinidad,NULL,NULL,NULL
3E221297-3629-4E90-9A47-7EC409A5D93E,16:00.0,Granel,Recta Madre Vieja,14.28446115,-91.29718881,Ruta Interna,Zona 2,00:00.0,14.22229198,-91.09208969,Vado madre vieja,Otro,NULL,Ingenio Magdalena,NULL,NULL,No sé logro obtener información del piloto por cambio de turno  . No sé logro obtener códigos de jaula por que ya habían retirado el equipo
704D0413-24D8-47BB-9D7A-42220D2EC46E,00:00.0,Vacío,Recta Madre Vieja,14.28446115,-91.29718881,Ruta Interna,Zona 2,00:00.0,14.24120076,-91.19547839,"Ruta interna, serca vado madre vieja",Colisión,Fca. Arizona,Ing. Magdalena,NULL,NULL,NULL
4A1C68DD-A07C-4150-9325-3E54366A304A,29:00.0,Granel,El Castaño,14.23550613,-91.17881204,Ruta Interna,Zona 2,00:00.0,14.24996927,-91.18337255,300 mt. De calle nueva (Filipinas),Volcadura,Frente 11,Ing. Magdalena,NULL,NULL,En el lugar había personal de ing. Magdalena y personal de ing. La Unión apoyando con maquinaria para levantar caña y jaula
FEDB6589-BDD2-4985-9727-3F08554D90F2,40:00.0,Granel,Caserio La Sureña,14.3919786,-91.85273014,Ruta 3,NULL,30:00.0,14.38069622,-91.86632913,Km.214+500 RN-9S,Otro,Finca Providencia,Ingenio Palo Gordo,NULL,No,NULL
7CA15729-584B-4C6B-8049-4CE58B90512A,00:00.0,Mecanizado,Entrada A Finca Lorena,14.51967526,-91.41538809,Ruta 3,NULL,00:00.0,14.54546098,-91.55857917,Km 148+200 CA2 occidente,Colisión,Finca Concepcion La Noria,Ingenio Pilar,NULL,No,NULL
4AA8CDF4-D076-41DD-A24F-65F0C8F4502C,51:00.0,Mecanizado,"Aldea La Guitarra, Frente A Escuela",14.47304866,-91.75469914,Ruta 3,NULL,45:00.0,14.53224935,-91.67616738,Km 203+000 RN 9S,Colisión,NULL,Ingenio El Pilar,NULL,NULL,El piloto de la unidad cañera se dio a la fuga despues de lo sucedido. Se rumoraba que la unidad cañera arrastro el cuerpo entre los cuachazos lado izquierdo aproximadamente 200mts de donde quedo la moto
91DBB503-9226-4737-8AA3-67742D1D4707,00:00.0,Granel,Gasolinera Maranatha,14.54285361,-91.42735216,Ruta 3,NULL,00:00.0,14.53618333,-91.4210378,KM 147+600 CA2 Ocidente,Otro,Entrada Finca Palestina,Ingenio El Pilar,20:00.0,No,NULL
ADA84E75-5F02-4246-8397-57FB9EDC8B27,30:00.0,Mecanizado,El Castaño,14.23550613,-91.17881204,Ruta Interna,Zona 2,30:00.0,14.22156826,-91.10265837,Paso nuevo manglares filipina,Volcadura,Coabonga,Ingenio Pantaleon,10:00.0,NULL,NULL
70BE4191-DC12-4AAF-AAB1-5925695E75B0,10:00.0,Vacío,Recta Madre Vieja,14.28446115,-91.29718881,Ruta Interna,Zona 2,00:00.0,14.28863567,-91.33306153,Ruta interna fca. Mojarras,Colisión,Ing. La Unión,Fca. Maria Sinajar,00:00.0,0,Se observo que en el lugar estaban supervisores de ing La Unión y personal del seguro.  El bus es de transporte Avendaño con personal que trabaja para Inafeb venia de aldea el Jabalí y se dirigia a fca Barriles
F5BF502A-537F-4025-91D6-438EF9FC9E22,33:00.0,Granel,La Platanera Fca. Jabali,14.23263619,-91.16270717,Ruta Interna,Zona 2,25:00.0,14.23404597,-91.17187866,Vado mappan,Volcadura,La Pampa,Ingenio  Magdalena,NULL,NULL,Por un agujero en la calle y la áviada para poder subir la cuesta se lado la jaula cólera provocando la volcadura quedando 3 paradas junto con el cabezal
6CC79393-8AE3-480F-B7AE-3A36DDD64EBD,50:00.0,Vacío,Cruce A San Jose El Idolo,14.49287908,-91.41020992,Ruta 3,NULL,50:00.0,14.49930307,-91.412263,KM 142+000 CA2 Occidente,Colisión,Ingenio Palo Gordo,NULL,30:00.0,No,Segun un video q sircula en las redes sociales se puede notar q aun n estaba detenido el trafico cuando el se dispuso a cruzar la cinta asfaltica.
910B7F5C-2678-4760-8AEE-58FA67B83C89,10:00.0,Granel,Caserio La Redención,14.02851117,-90.48460981,Ruta Comunidades Críticas,Zona 1,10:00.0,14.02769055,-90.47313976,Caserío la redención a 400 mts del punto de visado,Otro,NULL,Ingenio Magdalena,25:00.0,NULL,El piloto del camión no quiso identificarse por lo cual no se consignarón los datos del piloto
7237889E-8C77-48E3-8A21-6B1FCBD85A96,20:00.0,Vacío,La Platanera Fca. Jabali,14.23263619,-91.16270717,Ruta Interna,Zona 2,50:00.0,14.24358018,-91.1953586,Cerca del Vado de Mapan,Otro,Ing. Magdalena,Finca La Gloria F-11,10:00.0,NULL,NULL
669A8F05-DF35-4E92-B0DB-5AB18260A505,44:00.0,Granel,Finca Las Ilusiones,14.33294063,-91.01250334,Ruta 2,NULL,20:00.0,14.33429249,-91.00763356,Km. 87+050 CA-2 OCCIDENTE,Colisión,Fca. Los Tarros,Ing La Unión,50:00.0,No,"En el lugar se encontraba personal del ingenio la Unión coordinando el tránsito, las dos vías se liberaron totalmente a las 06:10"
8E3B6E99-2334-405F-ACFA-695168C178EE,52:00.0,Granel,Cruce A Tiquisate,14.41076857,-91.30794358,Ruta 3,NULL,30:00.0,14.41156386,-91.30607737,Km. 129+100 RD-27,Colisión,Parcelamiento Chinchilla,Ing. Palo Gordo,10:00.0,NULL,"Se quiso tratar de negociar con la PNC para que autorizaran llevar el equipo al ingenio para descargar la caña, y luego regresarlo para consignarlo, pero estos no accedieron y solo permitieron llevarlo a un lugar cercano para trasegar la caña, asia otras jaulas y posteriormente conducirlos al previo del Ministerio Público."
94829541-893B-40AB-82BC-F3BFC5937955,30:00.0,Granel,Paso Antonio Llantera 6.,14.06376776,-90.71620384,Ruta Interna,Zona 1,30:00.0,14.07370984,-90.7574358,Vuelta Barriloche,Volcadura,Finca California,Ingenio Santa Ana.,15:00.0,-,NULL
